ID,Market,Survey date,Customer Name,Month,Quarter,NPS
4727,US,04/08/2021,Jeffrey Carter,8,3,10
4728,US,30/11/2021,David Flores,11,4,10
4729,UK,07/08/2021,Lynn Boyd,8,3,5
4730,MEX,11/12/2021,Kenneth Morris,12,4,10
4731,US,14/06/2021,Tiffany Green,6,2,9
4732,MEX,23/07/2021,Betty Thomas,7,3,8
4733,MEX,24/06/2021,Alyssa West,6,2,10
4734,US,23/03/2021,Stephanie Snyder,3,1,3
4735,US,09/10/2021,Zachary Rosales,10,4,10
4736,MEX,21/10/2021,John Bell,10,4,9
4737,US,29/07/2021,Troy Crosby,7,3,9
4738,UK,14/03/2021,Valerie Jackson,3,1,5
4739,MEX,16/08/2021,Emily Dunn,8,3,8
4740,MEX,22/09/2021,Jennifer Harrison,9,3,10
4741,MEX,20/08/2021,Robert Manning,8,3,8
4742,US,08/08/2021,Brittany Howard,8,3,10
4743,MEX,04/12/2021,Tiffany Jones,12,4,10
4744,US,11/05/2021,Andrea Morgan,5,2,9
4745,MEX,17/07/2021,Linda Lane,7,3,0
4746,UK,21/01/2021,Ashley Nelson,1,1,10
4747,UK,09/07/2021,Mrs. Susan Walsh DDS,7,3,10
4748,UK,29/05/2021,Christopher Hunter,5,2,2
4749,US,04/12/2021,Jennifer Serrano,12,4,4
4750,US,08/02/2021,Dr. Monica Cantu,2,1,3
4751,US,05/08/2021,David Gilmore,8,3,10
4752,UK,16/02/2021,Nicolas Pena,2,1,10
4753,MEX,08/02/2021,Sandra Small,2,1,8
4754,MEX,27/05/2021,Catherine Sellers,5,2,9
4755,UK,13/01/2021,Jennifer Martin,1,1,1
4756,MEX,14/07/2021,John Allen,7,3,4
4757,UK,02/10/2021,Karen Farley,10,4,2
4758,UK,02/09/2021,Brenda Clark,9,3,9
4759,US,07/02/2021,Austin Willis,2,1,0
4760,MEX,04/01/2021,Meghan Cox,1,1,8
4761,UK,08/02/2021,Derek Griffin,2,1,10
4762,US,23/06/2021,Edward Bonilla,6,2,0
4763,UK,18/05/2021,Amanda Boyd,5,2,9
4764,US,05/10/2021,Heather Johnson,10,4,0
4765,US,28/05/2021,Heather Sherman,5,2,8
4766,MEX,26/12/2021,Charles Henderson,12,4,0
4767,MEX,26/05/2021,Dylan Caldwell,5,2,10
4768,US,15/07/2021,Brittany Brady,7,3,9
4769,MEX,02/09/2021,Sarah Tapia,9,3,8
4770,US,23/10/2021,Andrew Bradley,10,4,10
4771,UK,12/04/2021,Krystal Cannon,4,2,9
4772,UK,18/09/2021,Nathaniel Ramsey,9,3,2
4773,MEX,22/03/2021,Brandi Phelps,3,1,9
4774,MEX,01/12/2021,Marc Watson,12,4,9
4775,UK,24/10/2021,Lisa Barron,10,4,8
4776,UK,21/06/2021,Stephanie Duncan,6,2,8
4777,UK,12/06/2021,Albert Henson,6,2,8
4778,US,29/10/2021,Michael Davis,10,4,2
4779,US,28/11/2021,Kathy Evans,11,4,2
4780,UK,10/01/2021,Jessica Schneider,1,1,10
4781,UK,13/09/2021,Lisa Patterson,9,3,6
4782,UK,16/08/2021,Robert Matthews,8,3,3
4783,UK,22/12/2021,Cindy Jennings,12,4,8
4784,UK,30/12/2021,Brady Burns,12,4,9
4785,UK,08/08/2021,Michael Hanson,8,3,10
4786,UK,16/03/2021,Susan Osborne,3,1,10
4787,UK,21/09/2021,William Andrade,9,3,9
4788,MEX,10/05/2021,Richard Gutierrez,5,2,9
4789,US,24/10/2021,Shawn Hayes,10,4,8
4790,US,21/07/2021,Erin Romero,7,3,8
4791,UK,14/07/2021,Kathleen Morales,7,3,8
4792,MEX,20/12/2021,Linda Skinner,12,4,7
4793,MEX,16/12/2021,Roger Graves,12,4,10
4794,MEX,18/04/2021,Rachel Wagner,4,2,9
4795,MEX,20/07/2021,Julie Horn,7,3,7
4796,US,21/01/2021,Susan Jimenez,1,1,10
4797,US,03/10/2021,Angela Perez,10,4,9
4798,US,25/06/2021,Rachael Cooley,6,2,3
4799,UK,13/05/2021,Dennis Moore,5,2,10
4800,UK,05/07/2021,Gary Vance,7,3,10
4801,US,26/08/2021,Felicia Cabrera,8,3,8
4802,MEX,05/08/2021,Fernando Robinson,8,3,0
4803,US,31/03/2021,Steven Rogers,3,1,10
4804,US,15/01/2021,Michael Williams,1,1,9
4805,US,06/11/2021,Amy Castillo,11,4,10
4806,US,06/07/2021,Ashley Logan,7,3,4
4807,US,28/06/2021,Mr. Mitchell Walker,6,2,10
4808,US,12/05/2021,Rebecca Holt,5,2,9
4809,US,12/12/2021,Erika Owens,12,4,8
4810,US,18/09/2021,Denise White,9,3,1
4811,US,17/10/2021,Michael White,10,4,2
4812,US,27/05/2021,Aimee Mendoza,5,2,9
4813,US,22/04/2021,Mike Abbott,4,2,0
4814,US,25/04/2021,Sarah Bentley,4,2,8
4815,UK,11/05/2021,Melissa Jackson,5,2,10
4816,MEX,17/05/2021,Alexander Lopez II,5,2,1
4817,US,30/07/2021,Mark Perry,7,3,10
4818,UK,19/10/2021,Kenneth Walton,10,4,10
4819,UK,19/05/2021,Chad Webster,5,2,10
4820,UK,06/05/2021,Joseph Newman,5,2,6
4821,US,15/08/2021,Corey Miller,8,3,9
4822,US,05/02/2021,Justin Smith,2,1,10
4823,MEX,18/10/2021,Kayla Leblanc,10,4,8
4824,MEX,06/05/2021,Heather Austin,5,2,10
4825,UK,16/03/2021,Daniel Ingram,3,1,10
4826,US,03/07/2021,Nicholas Meadows,7,3,1
4827,MEX,02/03/2021,Sonya Melendez,3,1,10
4828,MEX,26/01/2021,Jacqueline Wilson,1,1,0
4829,US,20/05/2021,Christopher Riley,5,2,7
4830,US,08/05/2021,Jennifer Jimenez,5,2,8
4831,UK,13/11/2021,Mrs. Maria Knight,11,4,8
4832,MEX,16/05/2021,Erica Mitchell,5,2,10
4833,UK,18/03/2021,Jason Hoover,3,1,0
4834,MEX,30/08/2021,Patrick Armstrong,8,3,9
4835,UK,25/05/2021,Shannon Oliver,5,2,3
4836,MEX,15/05/2021,Shelby Waller,5,2,8
4837,US,26/01/2021,Mark Alvarez,1,1,3
4838,MEX,11/06/2021,Christopher Elliott,6,2,8
4839,US,05/09/2021,Larry Walker,9,3,9
4840,US,12/11/2021,Ashley Hernandez,11,4,9
4841,US,19/08/2021,Donna Davis,8,3,2
4842,MEX,11/12/2021,Dylan Cook,12,4,7
4843,UK,18/06/2021,Matthew Ferguson,6,2,8
4844,UK,06/06/2021,Kristen Torres,6,2,5
4845,UK,25/09/2021,Jennifer Donovan,9,3,1
4846,MEX,29/07/2021,Michele Johnson,7,3,8
4847,UK,24/02/2021,Jasmine Lucas,2,1,10
4848,MEX,26/09/2021,Chelsea Black,9,3,8
4849,MEX,08/06/2021,Melissa Green,6,2,0
4850,US,10/05/2021,Nichole Walker,5,2,10
4851,MEX,16/08/2021,Shawn Ramos,8,3,0
4852,UK,14/05/2021,Mr. Alejandro Boyle,5,2,5
4853,UK,26/04/2021,Jonathan Cooper MD,4,2,5
4854,MEX,18/07/2021,Chad Drake,7,3,1
4855,MEX,07/02/2021,Renee Sullivan,2,1,0
4856,UK,26/05/2021,Charles Obrien,5,2,9
4857,MEX,28/12/2021,Christina Norton,12,4,10
4858,US,06/07/2021,Debra Hardin,7,3,10
4859,MEX,19/04/2021,Yolanda Wheeler,4,2,8
4860,UK,06/03/2021,Daniel Wolf,3,1,10
4861,UK,29/12/2021,Jennifer Williams,12,4,3
4862,UK,27/10/2021,William Heath,10,4,1
4863,UK,28/07/2021,Jeremy Rodriguez,7,3,3
4864,UK,26/03/2021,Michael James,3,1,10
4865,UK,23/09/2021,Douglas Watkins,9,3,10
4866,UK,18/05/2021,Nicholas Mendoza,5,2,5
4867,MEX,29/06/2021,Ethan Krause,6,2,9
4868,US,02/11/2021,Janice Ramirez,11,4,9
4869,MEX,06/07/2021,Daniel Campbell,7,3,0
4870,UK,12/05/2021,Lauren Carroll,5,2,10
4871,US,13/08/2021,Todd Frank DVM,8,3,8
4872,MEX,28/11/2021,Robin Gonzales,11,4,6
4873,US,09/04/2021,David Davis,4,2,10
4874,MEX,11/04/2021,Erika Ortiz,4,2,2
4875,MEX,27/11/2021,Alexandra Kelley,11,4,9
4876,UK,07/05/2021,Lori Watson,5,2,8
4877,MEX,17/08/2021,James Hodges,8,3,7
4878,UK,22/07/2021,Tami Guerrero,7,3,8
4879,MEX,28/10/2021,Cody Willis,10,4,7
4880,UK,06/07/2021,Kimberly Hill,7,3,10
4881,UK,11/06/2021,Brittany Lindsey,6,2,8
4882,UK,16/02/2021,Terry Hopkins,2,1,0
4883,MEX,16/04/2021,Justin Brown,4,2,10
4884,US,07/02/2021,Robert Hunter,2,1,9
4885,US,28/04/2021,Christopher Woodward,4,2,8
4886,MEX,19/03/2021,Heather Vincent,3,1,5
4887,MEX,26/07/2021,Robin May,7,3,0
4888,US,13/03/2021,William Robles,3,1,9
4889,MEX,09/06/2021,William Black,6,2,1
4890,UK,14/09/2021,Kristen Thompson,9,3,4
4891,US,19/03/2021,Ryan Brown,3,1,10
4892,UK,12/11/2021,Sara Nelson,11,4,9
4893,MEX,22/07/2021,Michael Wilkinson,7,3,10
4894,US,07/04/2021,Susan Ball,4,2,1
4895,US,05/07/2021,Daisy Davis,7,3,9
4896,UK,08/05/2021,Eric Wells,5,2,10
4897,US,18/02/2021,Gina Kelley,2,1,10
4898,MEX,28/04/2021,Adam Burnett,4,2,10
4899,MEX,12/03/2021,Allen Anderson,3,1,3
4900,UK,16/10/2021,Micheal Reilly,10,4,6
4901,MEX,08/04/2021,Brent Pineda,4,2,9
4902,US,12/03/2021,Yvonne Taylor,3,1,9
4903,MEX,14/03/2021,Heather Kelly,3,1,10
4904,MEX,18/05/2021,Scott Gordon,5,2,9
4905,US,04/08/2021,Matthew Arias,8,3,0
4906,MEX,27/12/2021,Ruth Sanchez,12,4,10
4907,US,14/03/2021,Kelly Martinez,3,1,10
4908,UK,24/02/2021,Brandy Copeland,2,1,0
4909,UK,09/02/2021,Edward Winters,2,1,10
4910,US,15/02/2021,Alyssa Gonzales,2,1,10
4911,UK,16/09/2021,Adrian Rodriguez,9,3,7
4912,UK,07/05/2021,Bryan Mann,5,2,5
4913,UK,06/02/2021,Eric Parsons,2,1,8
4914,MEX,26/02/2021,Sharon Rogers,2,1,0
4915,MEX,29/07/2021,Amy Chambers,7,3,10
4916,MEX,07/06/2021,Caroline Mitchell,6,2,5
4917,MEX,18/09/2021,Megan Thompson,9,3,0
4918,UK,24/08/2021,Joseph Adams,8,3,3
4919,UK,21/06/2021,Diana Hill,6,2,9
4920,MEX,04/01/2021,Ian Watts,1,1,10
4921,UK,14/08/2021,William Larson,8,3,7
4922,US,08/03/2021,Kelly Allen,3,1,10
4923,US,05/04/2021,Natalie Davis,4,2,10
4924,US,20/11/2021,Richard Ellis,11,4,10
4925,MEX,18/07/2021,Donald Morris,7,3,10
4926,MEX,28/01/2021,Valerie Esparza,1,1,10
4927,UK,02/01/2021,Margaret Foley PhD,1,1,10
4928,UK,22/03/2021,Matthew Callahan,3,1,8
4929,US,13/09/2021,Dawn Dixon,9,3,0
4930,MEX,14/10/2021,Aaron Juarez,10,4,9
4931,US,04/04/2021,Victoria Banks,4,2,6
4932,US,08/03/2021,John Tucker,3,1,5
4933,UK,10/08/2021,Travis Jackson,8,3,10
4934,US,07/06/2021,Lisa Velez,6,2,10
4935,US,09/09/2021,Matthew Hansen,9,3,9
4936,UK,23/12/2021,Calvin Lopez,12,4,6
4937,MEX,29/08/2021,Susan Hill,8,3,9
4938,US,07/05/2021,Heather Williams,5,2,10
4939,UK,28/02/2021,David Cook,2,1,5
4940,UK,23/04/2021,Jeffery Garza,4,2,9
4941,MEX,03/02/2021,Eric Kirby,2,1,6
4942,UK,27/11/2021,Calvin Moore,11,4,5
4943,UK,31/05/2021,Rachel Tucker,5,2,0
4944,MEX,05/08/2021,Ashley Petty,8,3,10
4945,MEX,06/03/2021,Amanda Ortega,3,1,10
4946,MEX,01/02/2021,Christine Small,2,1,9
4947,US,11/07/2021,John Colon,7,3,4
4948,UK,08/06/2021,Duane Pearson,6,2,9
4949,US,11/09/2021,Zachary Wood,9,3,5
4950,US,03/01/2021,Madeline Thomas,1,1,7
4951,US,04/06/2021,Scott Good,6,2,10
4952,US,04/06/2021,Jordan Martin,6,2,10
4953,MEX,30/04/2021,Ronald Hall,4,2,4
4954,UK,18/06/2021,Jennifer Allen,6,2,10
4955,UK,05/12/2021,Aaron Martinez,12,4,5
4956,MEX,01/03/2021,Zachary Medina,3,1,10
4957,MEX,16/10/2021,Karen Frey,10,4,10
4958,US,08/05/2021,Charles Davis,5,2,8
4959,MEX,26/08/2021,Ryan Durham,8,3,9
4960,MEX,14/03/2021,Justin Wilson,3,1,0
4961,US,16/03/2021,James Parker,3,1,10
4962,UK,30/09/2021,Ronald Richards,9,3,4
4963,UK,15/01/2021,Mrs. Amanda Anderson DDS,1,1,8
4964,US,13/08/2021,April Martinez,8,3,10
4965,UK,04/07/2021,Henry Ferguson,7,3,0
4966,MEX,17/03/2021,Jared Duncan,3,1,7
4967,UK,01/01/2021,William Sandoval,1,1,8
4968,UK,29/10/2021,Jill Reynolds,10,4,8
4969,UK,05/02/2021,Laura Fisher,2,1,7
4970,US,10/06/2021,Sarah York,6,2,3
4971,US,06/08/2021,Devin Fisher,8,3,10
4972,US,26/10/2021,Shawn Rodriguez,10,4,0
4973,MEX,27/12/2021,Tracy Mccarty,12,4,10
4974,US,02/01/2021,Frederick Hancock,1,1,10
4975,US,28/04/2021,Sandra Ortiz,4,2,0
4976,MEX,14/05/2021,Anthony Campbell,5,2,10
4977,UK,10/09/2021,Gabriella Macdonald,9,3,4
4978,MEX,10/01/2021,Jeremy Wright,1,1,10
4979,US,23/12/2021,Shari Martin PhD,12,4,10
4980,UK,30/06/2021,Luis Hunter,6,2,10
4981,UK,04/11/2021,James Baldwin,11,4,10
4982,MEX,12/03/2021,John Villarreal,3,1,8
4983,MEX,10/01/2021,Michael Paul,1,1,9
4984,US,18/03/2021,Stephanie Perez,3,1,1
4985,MEX,24/07/2021,Derrick Simpson,7,3,10
4986,MEX,05/12/2021,Danielle Saunders,12,4,0
4987,UK,09/11/2021,Philip Clayton,11,4,2
4988,UK,27/01/2021,Valerie Mack,1,1,10
4989,US,03/01/2021,Edward Stein,1,1,0
4990,UK,20/07/2021,Nathan Myers,7,3,10
4991,MEX,31/03/2021,Douglas Smith,3,1,9
4992,UK,26/12/2021,Anne Cooper,12,4,10
4993,US,23/02/2021,Rebecca Gordon,2,1,10
4994,MEX,20/06/2021,Anthony Arnold,6,2,8
4995,MEX,05/11/2021,Amber Calderon,11,4,10
4996,MEX,25/02/2021,Michael Ford,2,1,8
4997,UK,07/02/2021,Angela Fleming,2,1,4
4998,UK,18/06/2021,William Kennedy,6,2,10
4999,UK,01/07/2021,Anthony Soto,7,3,8
5000,UK,19/01/2021,Jamie Garza,1,1,8
5001,US,06/04/2021,Ruth Morris,4,2,1
5002,UK,07/03/2021,Maria Beck,3,1,10
5003,UK,25/11/2021,Bryan Oliver,11,4,10
5004,US,12/08/2021,Sonya Townsend,8,3,6
5005,UK,25/12/2021,Christian Alvarado,12,4,10
5006,US,22/05/2021,Roberto Rodriguez,5,2,8
5007,US,26/02/2021,Michael Sheppard,2,1,3
5008,US,06/11/2021,James Kim,11,4,10
5009,MEX,30/07/2021,Rebecca Williams,7,3,9
5010,US,14/03/2021,Anne Fernandez,3,1,10
5011,UK,04/01/2021,Henry Davis,1,1,9
5012,MEX,16/07/2021,Robert Jones,7,3,9
5013,US,22/05/2021,Holly Murillo,5,2,1
5014,US,25/12/2021,James Cabrera,12,4,0
5015,US,16/08/2021,Richard Bauer,8,3,10
5016,MEX,15/10/2021,Brian Pace,10,4,9
5017,MEX,06/05/2021,Mrs. Jennifer Stevens,5,2,10
5018,UK,24/09/2021,Lisa Hudson,9,3,9
5019,MEX,22/08/2021,Billy Burton,8,3,9
5020,MEX,13/10/2021,Shaun Finley,10,4,8
5021,MEX,01/04/2021,Carol Taylor,4,2,8
5022,MEX,06/07/2021,Janet Mccullough,7,3,9
5023,UK,31/01/2021,Christopher Perry,1,1,4
5024,UK,04/07/2021,Jeanette Small,7,3,5
5025,US,14/07/2021,Kayla Pierce,7,3,10
5026,MEX,08/05/2021,Theodore Baker,5,2,9
5027,MEX,09/08/2021,Raymond Anderson,8,3,10
5028,MEX,16/04/2021,Joseph Morton,4,2,7
5029,MEX,20/06/2021,Timothy Coleman,6,2,0
5030,US,24/11/2021,Amber Eaton,11,4,10
5031,US,31/10/2021,Tim Peterson,10,4,10
5032,US,15/05/2021,Nicole Arnold,5,2,5
5033,US,09/01/2021,Christopher Garcia,1,1,10
5034,MEX,28/09/2021,Christopher Wilkins,9,3,10
5035,MEX,02/09/2021,Jaime Hall,9,3,0
5036,MEX,20/01/2021,Charles Pitts,1,1,9
5037,UK,07/09/2021,Eric Kemp,9,3,10
5038,UK,18/10/2021,Tiffany Kerr,10,4,9
5039,MEX,14/11/2021,Christopher Dennis,11,4,10
5040,UK,15/12/2021,Cynthia Bailey,12,4,5
5041,US,18/10/2021,David Chapman,10,4,7
5042,UK,18/12/2021,Stacy Sims,12,4,8
5043,UK,26/06/2021,Barbara Higgins,6,2,3
5044,UK,07/01/2021,Joan Tate,1,1,8
5045,UK,06/05/2021,David Ortega,5,2,4
5046,MEX,01/06/2021,Brian Adams,6,2,0
5047,MEX,27/08/2021,Jeremy Gill,8,3,8
5048,MEX,28/08/2021,Lisa Holmes,8,3,10
5049,US,01/07/2021,Alex Rivera,7,3,9
5050,US,18/01/2021,Robert Bush,1,1,0
5051,UK,19/11/2021,Sarah Burton,11,4,10
5052,UK,29/12/2021,Derek Smith,12,4,9
5053,UK,23/07/2021,John Smith,7,3,6
5054,MEX,14/05/2021,Tabitha Davis,5,2,5
5055,MEX,06/06/2021,Kerri Smith,6,2,10
5056,MEX,04/04/2021,Kylie Gonzalez,4,2,10
5057,US,27/10/2021,Jennifer Riley,10,4,0
5058,US,16/08/2021,Jill Zavala,8,3,10
5059,MEX,10/06/2021,Gregory Vargas,6,2,1
5060,UK,18/03/2021,Felicia Salazar,3,1,10
5061,UK,09/11/2021,Chelsea Kramer,11,4,10
5062,MEX,31/05/2021,Mary Ingram,5,2,8
5063,UK,26/06/2021,Courtney Garcia,6,2,10
5064,MEX,06/04/2021,Christopher Baxter,4,2,4
5065,UK,11/12/2021,Johnathan Hayes,12,4,6
5066,MEX,19/04/2021,Gary Sanders,4,2,8
5067,MEX,02/05/2021,Kimberly Sawyer,5,2,9
5068,US,05/04/2021,Tanya Ford,4,2,7
5069,US,15/10/2021,Jessica Castaneda,10,4,10
5070,MEX,27/04/2021,Kathleen Holmes,4,2,9
5071,UK,16/09/2021,Joshua Morrison,9,3,2
5072,UK,30/04/2021,Bobby Boyd,4,2,9
5073,MEX,27/09/2021,Daniel Goodman,9,3,8
5074,UK,08/02/2021,Anthony Benson,2,1,9
5075,US,04/09/2021,Emily Mccullough,9,3,10
5076,UK,16/04/2021,Brenda Brooks,4,2,10
5077,MEX,15/12/2021,Gabriela Watkins,12,4,10
5078,US,23/11/2021,Anne Hicks,11,4,9
5079,UK,07/11/2021,Christopher Walters,11,4,10
5080,US,30/04/2021,Laura Good,4,2,9
5081,US,11/05/2021,Melinda Sampson,5,2,0
5082,MEX,10/04/2021,Kelly Hopkins,4,2,0
5083,UK,07/12/2021,Amy Buchanan,12,4,8
5084,UK,28/06/2021,Samantha Patrick,6,2,10
5085,MEX,11/02/2021,Brandon Moore,2,1,0
5086,UK,18/03/2021,John Bentley,3,1,7
5087,MEX,23/10/2021,David Mcmahon,10,4,10
5088,US,12/05/2021,Sandra Perez,5,2,10
5089,MEX,28/05/2021,Susan Owens,5,2,8
5090,UK,28/03/2021,John Huffman,3,1,9
5091,US,22/05/2021,Joshua White,5,2,10
5092,MEX,19/07/2021,Edwin Wilson,7,3,10
5093,MEX,14/12/2021,Douglas Johnston,12,4,10
5094,MEX,01/12/2021,Craig Mitchell,12,4,10
5095,US,06/01/2021,Abigail Flores,1,1,5
5096,US,22/09/2021,Sandra Blake,9,3,8
5097,UK,10/07/2021,Mike Bryan,7,3,10
5098,US,31/08/2021,William Stark,8,3,8
5099,US,13/03/2021,William Jensen,3,1,10
5100,MEX,14/02/2021,Christopher Clark,2,1,8
5101,UK,15/08/2021,Brandi West,8,3,8
5102,UK,18/01/2021,Timothy Dyer,1,1,1
5103,MEX,11/02/2021,Jason Lyons,2,1,10
5104,MEX,17/10/2021,Mr. James Yoder Jr.,10,4,10
5105,MEX,11/02/2021,David Johnson,2,1,10
5106,UK,01/10/2021,Juan Maxwell,10,4,0
5107,US,04/10/2021,Scott Choi,10,4,5
5108,UK,09/06/2021,Renee Moore,6,2,3
5109,US,30/12/2021,Jeremy Anderson,12,4,10
5110,MEX,26/09/2021,David Sosa,9,3,10
5111,UK,28/08/2021,Alyssa Walter,8,3,8
5112,US,12/11/2021,Jamie Wilson,11,4,2
5113,UK,23/09/2021,Victoria Rodriguez,9,3,10
5114,MEX,22/02/2021,Russell Ingram,2,1,9
5115,UK,12/12/2021,Carol Moore,12,4,6
5116,MEX,17/09/2021,Vincent Williams,9,3,10
5117,UK,23/08/2021,Christopher Ryan,8,3,5
5118,UK,25/12/2021,Vincent Manning,12,4,6
5119,UK,07/10/2021,Tara Adams,10,4,10
5120,UK,16/10/2021,Julie Levine,10,4,6
5121,UK,19/11/2021,Billy King,11,4,10
5122,UK,06/08/2021,Tyler Hansen,8,3,9
5123,US,11/08/2021,Joseph Silva,8,3,6
5124,UK,19/05/2021,Melanie Macdonald,5,2,8
5125,US,06/07/2021,Heidi Henderson,7,3,9
5126,US,06/10/2021,Ashley Peterson,10,4,9
5127,UK,05/01/2021,Jeffrey Romero,1,1,1
5128,UK,12/01/2021,Denise Jefferson,1,1,10
5129,US,28/01/2021,Nathan Harris,1,1,7
5130,UK,04/10/2021,Daniel Skinner,10,4,10
5131,US,07/01/2021,Amanda Alvarez,1,1,7
5132,MEX,20/01/2021,William Miller,1,1,8
5133,UK,03/07/2021,Adrienne Rowe,7,3,10
5134,UK,22/11/2021,Leslie Delgado,11,4,9
5135,UK,01/02/2021,Alexandra Johnson,2,1,10
5136,UK,18/09/2021,Aaron Giles,9,3,10
5137,MEX,22/10/2021,Catherine Nelson,10,4,8
5138,US,04/01/2021,Debra Long,1,1,5
5139,US,10/01/2021,Kimberly Allen,1,1,5
5140,UK,13/10/2021,Kenneth Conway,10,4,6
5141,UK,05/06/2021,David Weaver,6,2,10
5142,MEX,01/08/2021,Kenneth Galvan,8,3,6
5143,MEX,11/07/2021,Brandon Johnson,7,3,6
5144,UK,29/04/2021,Jackson Ali,4,2,10
5145,MEX,28/07/2021,Daniel Cox,7,3,8
5146,UK,06/09/2021,Jean Hernandez,9,3,9
5147,MEX,11/06/2021,Mario Miller,6,2,8
5148,UK,22/06/2021,Jacob Smith,6,2,8
5149,US,29/06/2021,Valerie Mitchell,6,2,9
5150,MEX,11/02/2021,Stephanie Flynn,2,1,1
5151,UK,13/07/2021,Noah White,7,3,5
5152,US,06/08/2021,Melissa Wilcox,8,3,8
5153,MEX,29/09/2021,Nicole Powell,9,3,9
5154,US,05/01/2021,Steven Scott,1,1,3
5155,US,21/02/2021,Kimberly Martin,2,1,7
5156,UK,08/05/2021,Allison Butler,5,2,7
5157,UK,11/12/2021,Dana Howard,12,4,3
5158,US,14/09/2021,Timothy Wright,9,3,3
5159,US,14/03/2021,Bryan Carter,3,1,10
5160,US,27/01/2021,Stephen Freeman,1,1,10
5161,UK,07/08/2021,Kayla Beltran,8,3,5
5162,UK,03/05/2021,Mr. Lucas Mcdonald,5,2,5
5163,MEX,25/11/2021,Alyssa Mccarty,11,4,9
5164,UK,28/01/2021,Amanda Sweeney,1,1,6
5165,MEX,04/06/2021,Valerie Gardner,6,2,4
5166,MEX,15/12/2021,Douglas Ryan,12,4,8
5167,MEX,04/05/2021,Mrs. Shannon Lamb,5,2,7
5168,US,03/11/2021,Brittany Harvey,11,4,7
5169,UK,05/12/2021,Jamie Simmons,12,4,9
5170,US,13/08/2021,Lisa Horton,8,3,10
5171,MEX,09/02/2021,Michael Marquez,2,1,8
5172,US,20/05/2021,Cassandra Stephenson,5,2,8
5173,UK,29/07/2021,Christopher Davis,7,3,7
5174,US,01/10/2021,Brittany Reese,10,4,5
5175,US,08/04/2021,Heidi Williams,4,2,10
5176,US,21/05/2021,Brett Potter,5,2,0
5177,UK,15/02/2021,Brittany Gentry,2,1,10
5178,US,08/04/2021,Joseph Crawford,4,2,10
5179,US,22/06/2021,Patrick Fuentes,6,2,2
5180,MEX,26/05/2021,Stephanie Simpson,5,2,10
5181,MEX,14/05/2021,Amanda Lopez,5,2,9
5182,MEX,16/09/2021,Benjamin Herman,9,3,6
5183,UK,23/04/2021,Rebecca Hudson,4,2,5
5184,US,21/02/2021,Tara Odonnell,2,1,10
5185,MEX,01/11/2021,Matthew Guzman,11,4,10
5186,UK,21/05/2021,Hannah Morris,5,2,5
5187,MEX,04/04/2021,Debbie Smith,4,2,10
5188,MEX,03/07/2021,Crystal Morales,7,3,9
5189,US,28/10/2021,Gilbert Gallegos,10,4,10
5190,US,24/02/2021,Angela Avila,2,1,10
5191,MEX,15/02/2021,Michael Moore,2,1,7
5192,MEX,12/03/2021,Colleen Hunter,3,1,0
5193,MEX,21/09/2021,Mr. Derek Marshall,9,3,8
5194,MEX,24/11/2021,Sarah Wilkerson,11,4,3
5195,UK,28/10/2021,Holly Montgomery,10,4,8
5196,UK,22/12/2021,Christian Mills,12,4,0
5197,UK,28/09/2021,Jason Solomon,9,3,7
5198,US,03/08/2021,John Hatfield PhD,8,3,8
5199,MEX,29/07/2021,Evan Rhodes,7,3,10
5200,UK,18/06/2021,James Dawson,6,2,10
5201,UK,12/08/2021,Shane Buchanan,8,3,8
5202,UK,18/03/2021,Christopher Miller,3,1,10
5203,UK,11/02/2021,Nicholas House,2,1,5
5204,UK,04/04/2021,Christopher Hunter,4,2,8
5205,MEX,21/03/2021,Nicole Clay,3,1,8
5206,MEX,06/04/2021,Brian Phillips,4,2,7
5207,UK,07/07/2021,Amanda Smith,7,3,9
5208,US,07/05/2021,Taylor Mccormick,5,2,7
5209,US,26/04/2021,Heather Jones,4,2,7
5210,MEX,22/09/2021,Loretta Kane,9,3,9
5211,US,03/05/2021,Steve Reed,5,2,10
5212,US,14/05/2021,Sarah Kent,5,2,0
5213,US,22/12/2021,Dominique King,12,4,7
5214,UK,07/03/2021,Daniel Schultz,3,1,9
5215,UK,03/08/2021,Brian Walker,8,3,1
5216,MEX,12/01/2021,Jessica Watson,1,1,9
5217,MEX,10/09/2021,Brandon Lee,9,3,0
5218,UK,22/01/2021,Alexis May,1,1,5
5219,US,08/02/2021,Jeffery Brown,2,1,3
5220,UK,17/12/2021,Joshua Ortiz,12,4,0
5221,MEX,28/08/2021,Christine Smith,8,3,5
5222,UK,19/02/2021,Erica Jimenez,2,1,10
5223,US,21/11/2021,Vernon Davis,11,4,10
5224,US,25/06/2021,Mary Franklin,6,2,7
5225,UK,04/11/2021,Eric Lucas,11,4,1
5226,UK,28/12/2021,Christopher Nielsen,12,4,10
5227,UK,09/08/2021,Susan Johnson,8,3,9
5228,US,30/09/2021,Rhonda Hernandez,9,3,9
5229,UK,18/08/2021,Crystal Potter,8,3,8
5230,UK,12/09/2021,James Kline,9,3,7
5231,UK,10/12/2021,Lisa Elliott,12,4,8
5232,MEX,15/10/2021,Toni Sosa,10,4,10
5233,US,17/03/2021,Yesenia Anderson,3,1,9
5234,UK,12/02/2021,Ashley Gonzales,2,1,6
5235,MEX,13/12/2021,Ashley Stevens,12,4,8
